Name,CCM,log2FoldChange,Cluster,Score
BC332_05016_mrna,0.5501211581318566,27.811433487114243,7,0.9999999999999999
BC332_05249_mrna,-0.07450513264477542,26.74890459287806,2,0.8386579449447563
BC332_24622_mrna,0.9987427073043782,0.3461018764648767,7,0.8359256542705068
BC332_21270_mrna,0.9990432877147137,0.32525750804851167,7,0.8358995318921434
BC332_07777_mrna,0.9993304456697977,0.26137156404150186,7,0.8355628959061613
BC332_05730_mrna,0.9966919390769023,0.3879467803839799,7,0.8353910368220514
BC332_21492_mrna,0.9991235180862333,0.24822638905734362,7,0.8353856843125396
BC332_09117_mrna,0.9987965244118173,0.21830101716796824,7,0.8350409893276124
BC332_31360_mrna,0.9968266047370633,0.3270197537970385,3,0.8350116542850785
BC332_20525_mrna,0.9964929435134451,0.3360227577378056,1,0.8349402061931923
BC332_06422_mrna,0.9972964654186751,0.2612017104098582,4,0.8347350718654359
BC332_18586_mrna,0.9969961393450649,0.2709420710118711,7,0.8346821201526494
BC332_15271_mrna,0.9948212629995301,0.3704422238479373,7,0.8345067082838404
BC332_16793_mrna,0.9960693248438333,0.280375374035801,3,0.8343725030954021
BC332_30712_mrna,0.9996073696493173,0.07576661760791979,7,0.8343663437142733
BC332_01046_mrna,0.9980561617739525,0.15583290050203183,7,0.8342987253480704
BC332_06737_mrna,0.9951914593597064,0.3083293347271917,7,0.8342145573226794
BC332_24224_mrna,0.9963861183692381,0.2158709734635876,7,0.8340439178950936
BC332_03848_mrna,0.9979894047765386,0.09331338422631491,1,0.8338312160486931
BC332_20461_mrna,0.998806439330348,0.041504854327431964,7,0.8337998800052617
BC332_28995_mrna,0.9969332097502739,0.1382101896250429,7,0.8337177022925055
BC332_19732_mrna,0.9937709995246614,0.2940698169526441,7,0.8335361786715805
BC332_09953_mrna,0.9901185190142348,0.49224474964208587,7,0.833471072195107
BC332_31097_mrna,0.9920078652613504,0.3685899012603731,3,0.8333514320599616
BC332_14533_mrna,0.993821142969953,0.26493353774851186,7,0.8333494567960652
BC332_05328_mrna,0.9926696032166717,0.329846770703899,7,0.8333436342616002
BC332_07629_mrna,0.9944816182781273,0.22465986883746203,7,0.8333320873590109
BC332_03087_mrna,0.9943953409204986,0.22552609865431295,7,0.8333031632605656
BC332_33569_mrna,0.9955301715099714,0.12932150306088241,7,0.833084353876105
BC332_13934_mrna,0.9907135800728226,0.3921208493138811,7,0.8329943690128492
BC332_17770_mrna,0.9945747165556995,0.1654982116237923,7,0.8329512171007063
BC332_10321_mrna,0.9924240359638736,0.2823474667772856,7,0.8329056985200924
BC332_23121_mrna,0.992575313702259,0.26520189568719327,7,0.8328452469550132
BC332_18142_mrna,0.9940319916435812,0.17830799067639944,7,0.8328211351784159
BC332_32240_mrna,0.992226835567773,0.26478784412356526,3,0.8327007432822694
BC332_06800_mrna,0.9876333636449621,0.5165272717983087,7,0.8326383906531212
BC332_24614_mrna,0.9884141113048994,0.45386327690405337,3,0.8325041508822488
BC332_08664_mrna,0.9906278824769474,0.3217022096953425,3,0.8324565918861329
BC332_18338_mrna,0.9922734554289445,0.21801916873457525,7,0.8323876363179383
BC332_06335_mrna,0.9903335758278102,0.3215174104392095,7,0.8323357862641609
BC332_06984_mrna,0.9892367265294428,0.3598899709968029,7,0.8321645453755907
BC332_29324_mrna,0.9858847366379027,0.5459525389728862,1,0.8321420083856902
BC332_17158_mrna,0.9953151819044055,0.0031002972660821373,7,0.832109288293939
BC332_04374_mrna,0.9917642604795925,0.1990617177665487,1,0.8320463042390918
BC332_11782_mrna,0.985998413574919,0.5239260197103237,3,0.8320291200656585
BC332_01665_mrna,0.9867126916963713,0.4716820475278959,7,0.8319423374009164
BC332_12816_mrna,0.9925072013022378,0.09258642514329445,3,0.8315957574992843
BC332_04305_mrna,0.9889354882956624,0.2659913379410273,7,0.8313724469241575
BC332_32411_mrna,0.9884483682898095,0.28571616697275776,3,0.8313151172933625
BC332_29816_mrna,0.9856167357211376,0.43377618977606325,3,0.8312254770201242
BC332_25876_mrna,0.992972841730011,-0.01890629908017322,3,0.8310014081434175
BC332_05175_mrna,0.9905692739518147,0.11481897430139924,3,0.8309644893265745
BC332_29781_mrna,0.9837171972862789,0.4818623724460128,7,0.8308013627366072
BC332_05540_mrna,0.9831036246904994,0.5123693343061663,7,0.8307727216226225
BC332_00762_mrna,0.989448551025952,0.14976644832667454,7,0.8307559369620582
BC332_33178_mrna,0.9908397325297997,0.06904025558406211,7,0.8307515224146897
BC332_08472_mrna,0.9890837175366876,0.15999546077898863,3,0.830680065146045
BC332_16108_mrna,0.9863834087684435,0.3026750747489531,7,0.8305977106072866
BC332_23046_mrna,0.9862499104050084,0.3022004673056502,1,0.8305401308345007
BC332_01757_mrna,0.9841194298464797,0.3716133966066272,7,0.8301721137313304
BC332_31919_mrna,0.9857272675109015,0.28011006200366995,1,0.8301703299250208
BC332_11254_mrna,0.986092865026873,0.24328962503236531,4,0.8300563969981093
BC332_25416_mrna,0.9859659845831739,0.24704421007532484,7,0.8300316035460693
BC332_12516_mrna,0.9887480313958429,0.08293807361051689,7,0.8299987741856805
BC332_04495_mrna,0.9868053751907682,0.19435517535608043,7,0.8299978863113914
BC332_02941_mrna,0.9860146096251587,0.23411917251089334,1,0.8299593404604749
BC332_08818_mrna,0.9841066780805325,0.3285811906067699,3,0.8298587900866276
BC332_21576_mrna,0.9876825665819542,0.11389243309781942,7,0.8297842193359791
BC332_27291_mrna,0.9889230060205546,0.02211587834472569,3,0.8296413048412482
BC332_28947_mrna,0.9852238029454508,0.2135917439351046,7,0.8294921071863129
BC332_21787_mrna,0.9833516576163057,0.3134044534011143,7,0.8294438483492479
BC332_12440_mrna,0.9864805213753642,0.10630360307467039,3,0.829241858398752
BC332_09259_mrna,0.9855047879294416,0.15608852725140504,3,0.8291978643651763
BC332_14084_mrna,0.9842186026556926,0.20886701890623463,7,0.8290502158158608
