Name,CCM,log2FoldChange,Cluster,Score
BC332_12916_mrna,0.9061258037153033,-0.03968682344257119,1.0,0.7774151283075434
BC332_27917_mrna,0.9461797466071357,-0.0232544594159547,1.0,0.776929385833979
BC332_01600_mrna,0.9328558629617394,-2.0661297885503354,6.0,0.776850870049427
BC332_08365_mrna,0.9568713885999152,-0.8567644186141472,6.0,0.7763614546296858
BC332_16782_mrna,0.9022270064957766,0.009340093909469598,1.0,0.7761146479792145
BC332_25952_mrna,0.8812455291254517,1.2883579309829376,7.0,0.7760936664277611
BC332_19459_mrna,0.9424765770579672,0.06782655234525405,1.0,0.775946175457463
BC332_17396_mrna,0.9417184495723878,0.0688025785642161,7.0,0.7756323914137964
BC332_20128_mrna,0.9411027438292155,0.09328618116842065,7.0,0.7755295596339529
BC332_34493_mrna,0.9831961436449168,-3.1822585483355947,6.0,0.7754377958854246
BC332_09061_mrna,0.9378228575633968,0.19534034631009653,1.0,0.7748044306434936
BC332_25137_mrna,0.938882795490161,0.106208517601859,7.0,0.7746757950567165
BC332_29918_mrna,0.8963175646565065,0.06463861269404528,3.0,0.7740266646798528
BC332_11924_mrna,0.928026028526472,-0.13974066151821118,5.0,0.7728852775387016
BC332_12401_mrna,0.9363057076464565,-0.04437309811731005,7.0,0.7726240215050877
BC332_07747_mrna,0.9331247745913884,0.15308243758177842,7.0,0.7725494211278152
BC332_14277_mrna,0.9329245947586385,0.12370518165420182,7.0,0.7722749392504311
BC332_06991_mrna,0.8862088163676015,0.3779072972757688,7.0,0.7718978064315856
BC332_16943_mrna,0.9524333805562619,-1.4199130186840403,6.0,0.7712349008935284
BC332_05286_mrna,0.9285240846317763,0.2026933200477872,7.0,0.7709320604363503
BC332_33121_mrna,0.9234937972123968,0.521189949225333,1.0,0.7709183953699383
BC332_03579_mrna,0.9300323747269437,0.058482142521140625,7.0,0.7706340881382869
BC332_01027_mrna,0.9279910378837866,0.17804647719127603,1.0,0.7705469063123032
BC332_29786_mrna,0.9225386359107823,0.5040136115678359,3.0,0.7704019047618709
BC332_12066_mrna,0.9322208783256676,-0.1603668871499237,3.0,0.7701624527342712
BC332_14850_mrna,0.9241714348589136,0.3431767719581649,3.0,0.7700200352782682
BC332_08402_mrna,0.9286613398775688,0.05016435744368863,1.0,0.7700020299508432
BC332_32900_mrna,0.9197972503020057,0.609088776282922,2.0,0.7699559748110301
BC332_13478_mrna,0.9277735086996592,0.08746301635888619,2.0,0.7698679862104831
BC332_17034_mrna,0.9406874491826258,-0.8465639996896563,6.0,0.769544516717289
BC332_05902_mrna,0.9536974331152317,-1.8504511215279627,2.0,0.7694102885850569
BC332_05222_mrna,0.9264902725497959,0.09277468392832891,7.0,0.7693610427452389
BC332_22626_mrna,0.8858971640485274,-0.015773951604146148,7.0,0.7692076712890539
BC332_27381_mrna,0.8858646213993464,-0.02011747013744956,1.0,0.7691664105176832
BC332_12182_mrna,0.9100489886508065,1.0820933766771546,3.0,0.7691272019236157
BC332_23219_mrna,0.9263317693142071,0.05019286998597004,1.0,0.7690192949490942
BC332_09968_mrna,0.8843979457816001,-0.0017507980571196955,7.0,0.768678532803422
BC332_12572_mrna,0.8853690966950298,-0.08574281893473262,7.0,0.7685425033749789
BC332_06126_mrna,0.913481525495506,0.7351025428996499,7.0,0.7681608502026398
BC332_30415_mrna,0.9206413571227259,0.23144100929651962,1.0,0.7677984638568569
BC332_01568_mrna,0.8706306164295441,0.7082671484965875,1.0,0.7677128199681549
BC332_09088_mrna,0.8813325099099035,0.0271331458533365,7.0,0.767598862280022
BC332_24126_mrna,0.8782569146129757,0.17328594249354626,7.0,0.7672780433696411
BC332_20592_mrna,0.921713867080497,0.08034950685467859,1.0,0.7672661656498212
BC332_25011_mrna,0.9200801445114942,0.17914217569051324,7.0,0.7672198326108906
BC332_19176_mrna,0.884629659925131,-0.32193609025651004,7.0,0.7667458624465844
BC332_32660_mrna,0.8847783148616508,-0.3365673571058703,6.0,0.7667159651658113
BC332_21591_mrna,0.9382568297056477,-1.237202460884536,6.0,0.766229319381732
BC332_01986_mrna,0.9150159224510557,0.3369771521909231,1.0,0.7661256317700091
BC332_20458_mrna,0.90871860968489,0.7056677207516979,1.0,0.7659616118804444
BC332_05806_mrna,0.8656810270099644,0.7376405880781364,1.0,0.7658834322424457
BC332_32143_mrna,0.9113053699066456,0.4966477274692847,1.0,0.7656309136494586
BC332_07426_mrna,0.9119778869895019,0.4437419528518324,2.0,0.7655587938600643
BC332_01449_mrna,0.8777018428083049,-0.0861835309366685,7.0,0.7653726965902008
BC332_14293_mrna,0.9215094981988964,-0.22995697206791044,7.0,0.765195533130774
BC332_27324_mrna,0.9189456534454424,-0.06322849658554729,1.0,0.7651732873872439
BC332_30418_mrna,0.9412768799194816,-1.6553809005324718,6.0,0.7651640987640291
BC332_15330_mrna,0.9040485872603433,0.8481829717024787,1.0,0.7649843091359303
BC332_10136_mrna,0.8778690999526216,-0.2108689469960539,7.0,0.7646485320286049
BC332_08297_mrna,0.8763038278335439,-0.13949313163554852,7.0,0.7644550264650889
BC332_17252_mrna,0.9050991244208448,0.6907673594777949,1.0,0.7643414100007746
BC332_03149_mrna,0.9191994831058968,-0.21131520066081086,7.0,0.764337133826896
BC332_11602_mrna,0.9098743045019266,0.3889250413086475,1.0,0.7643080782191767
BC332_02914_mrna,0.8681427329687019,0.2999488045631993,1.0,0.7639452579651917
BC332_00937_mrna,0.911511539188488,0.23014201778493157,1.0,0.7639448332318657
BC332_15457_mrna,0.893389577088177,0.700368126044512,3.0,0.7639067219484037
BC332_14473_mrna,0.9192518059733824,-0.2893966064226235,6.0,0.7638664553145693
BC332_26986_mrna,0.8987892063963558,-1.8648836915763414,6.0,0.7636441810537509
BC332_19017_mrna,0.8877400466732148,-1.1827374238979904,6.0,0.7628518078063216
BC332_10500_mrna,0.9141602653278499,-0.12894161545824767,7.0,0.7627324722801532
BC332_19000_mrna,0.9010153069120728,0.6780362217512663,3.0,0.7625413337513971
BC332_33907_mrna,0.8565307780298712,0.7609510243125485,3.0,0.7622930250792626
BC332_00730_mrna,0.9128257585183628,-0.11004773811635904,7.0,0.7622899050414649
BC332_25303_mrna,0.8492480703244046,1.1739048435250627,1.0,0.7622106254232544
BC332_08705_mrna,0.9060825131607645,0.2750642572409073,7.0,0.7619561269091151
BC332_01108_mrna,0.8666432929910697,0.07168725440426883,7.0,0.7618289172316552
BC332_10725_mrna,0.902760886512259,0.3759747810783967,7.0,0.7612304822085358
BC332_33724_mrna,0.910802189268527,-0.15117196137333477,2.0,0.7611725243629905
BC332_21842_mrna,0.8595269427187529,0.39593807308951046,1.0,0.7610414292332248
BC332_32111_mrna,0.9329908235950952,-1.8639512678382661,6.0,0.7604831876683023
BC332_03238_mrna,0.8634837064011422,-0.014465508843396585,3.0,0.7599670277076047
BC332_02272_mrna,0.9040184272121683,0.10460067225004747,1.0,0.7599648567226882
BC332_33204_mrna,0.8730097470208182,-0.6847229159149836,6.0,0.7596926164542157
BC332_29051_mrna,0.8638842257697856,-0.10264460128379824,1.0,0.7595633819504006
BC332_28049_mrna,0.9049243065752808,-0.035671284624939695,7.0,0.7594343597925679
BC332_18964_mrna,0.8910022530187082,0.6952255722719336,3.0,0.7584609630827006
BC332_14351_mrna,0.9039854018724182,-0.1267354833983258,1.0,0.7584513751563506
BC332_22856_mrna,0.8980458374594616,0.22137428092487937,1.0,0.7582184726014651
BC332_22231_mrna,0.8887382932381216,0.7909277026627918,1.0,0.7581743448152325
BC332_27355_mrna,0.8817909736463552,1.1914964745996899,3.0,0.7580976061921649
BC332_34686_mrna,0.8846950591454903,1.019438035373605,3.0,0.7580846523730025
BC332_01287_mrna,0.8335927647496487,1.4652605252958042,1.0,0.7579386796784715
BC332_23883_mrna,0.8996088434328091,-0.02210315827261181,1.0,0.7572806819716156
BC332_06929_mrna,0.8802493729948467,1.162995658521311,1.0,0.757249963581661
BC332_31953_mrna,0.9001485450944147,-0.06582634391853164,1.0,0.7572250433455141
BC332_14620_mrna,0.896704769744763,0.14987876468644384,1.0,0.7571817370074685
BC332_05042_mrna,0.8843394227247339,0.8914740185900799,1.0,0.757034670151564
BC332_02429_mrna,0.9014172238995268,-0.18262675113109253,7.0,0.7570089776789735
BC332_06265_mrna,0.8595591734889787,-0.24094751714841872,7.0,0.7568932095984608
BC332_19774_mrna,0.8995645766077502,-0.1239857396227083,6.0,0.7566034687707102
BC332_08897_mrna,0.8998281556379003,-0.1792639441705167,6.0,0.7563596881113708
BC332_14710_mrna,0.8445859983683548,0.5950775656123264,7.0,0.756258021446353
BC332_00133_mrna,0.8515212211593657,0.16023762902493263,1.0,0.7561817617768112
BC332_27487_mrna,0.8774054850394258,1.1675564401870457,3.0,0.7560958719980009
BC332_06052_mrna,0.8941432948322318,0.08178907966129849,1.0,0.755655351021616
BC332_24053_mrna,0.8880890580327565,0.3729383159756684,7.0,0.7550435853924036
BC332_18147_mrna,0.8527698593049083,-0.13845836353666713,1.0,0.7547479139021493
BC332_28561_mrna,0.888220548602158,0.29950638644735383,1.0,0.7546059328876651
BC332_10608_mrna,0.8941011684876163,-0.0835983366588837,1.0,0.7545595349739487
BC332_12248_mrna,0.9214703261754305,-2.1014126078659205,6.0,0.7542790334538885
BC332_20983_mrna,0.879794205100022,0.7609573379633399,1.0,0.7542206608239292
BC332_10160_mrna,0.8838829029493072,0.5043256676407789,7.0,0.7541672654857869
BC332_00120_mrna,0.8889246356757058,0.09382306503249851,7.0,0.7535366773090721
BC332_04650_mrna,0.8456432778073977,0.10814466347198767,3.0,0.753419456786685
BC332_04393_mrna,0.8328999813678997,0.6994623671724435,3.0,0.7521916655737841
BC332_08404_mrna,0.8777030883693291,0.5755161608291496,1.0,0.7520621832349639
BC332_02915_mrna,0.8296255221228688,0.8330080740033446,1.0,0.7517847983496966
BC332_04938_mrna,0.8494422292431271,-0.42122145993914195,7.0,0.7515719557017337
BC332_24996_mrna,0.8512422279353693,-0.556049726333439,6.0,0.7514712169802962
BC332_22005_mrna,0.8719274160895407,0.770461884471031,1.0,0.7509939131916723
BC332_28096_mrna,0.8843052930157871,-0.05777180840790679,3.0,0.7505974685409003
BC332_13914_mrna,0.8747989252181143,0.4836186653497087,7.0,0.7502145431081597
BC332_10367_mrna,0.8817155646604291,0.028083824201727906,1.0,0.7500684566575826
BC332_06374_mrna,0.8950068277773101,-0.9434753666244796,6.0,0.7495699015842894
BC332_27364_mrna,0.8611451394919168,1.1250553957357556,7.0,0.7490070598457197
BC332_19720_mrna,0.8771757568414416,0.11810380185868453,7.0,0.7487518962546216
BC332_29708_mrna,0.8414962288202619,-0.36829780106987803,7.0,0.7486252417274071
BC332_19434_mrna,0.8810620613497572,-0.15258579146692858,1.0,0.7486139013208288
BC332_24047_mrna,0.8625719250710598,0.8767232223851129,7.0,0.7478287353204223
BC332_22171_mrna,0.8682428404196867,0.5215131059626421,1.0,0.7477247216981833
BC332_21317_mrna,0.8681022285390172,0.529945427966704,3.0,0.7477237565133008
BC332_03555_mrna,0.8140142456403067,1.1029467487016575,1.0,0.7473366649152005
BC332_11954_mrna,0.8345946977478421,-0.15538544432423992,7.0,0.7471466121415169
BC332_18195_mrna,0.8945527050438424,-1.338400914679705,6.0,0.7470408036543643
BC332_05442_mrna,0.8272566077694277,0.2818362675786639,7.0,0.7470218977801895
BC332_30309_mrna,0.8564708670371146,1.0473439543931076,1.0,0.7464979508817615
BC332_02318_mrna,0.8680708979190055,0.306664106134578,1.0,0.7461876477173894
BC332_15371_mrna,0.8672687456502213,0.33382558187949096,1.0,0.7460347309336748
BC332_25379_mrna,0.8181391518121519,0.6579783932001868,3.0,0.7458653689034012
BC332_02316_mrna,0.8343685474782153,-0.3410628595549914,7.0,0.7458574141247571
BC332_33750_mrna,0.8635664238228662,0.4642049496463581,0.0,0.7453703794757169
BC332_21434_mrna,0.8477723504790986,-1.358689979750616,6.0,0.7451997753839976
BC332_14859_mrna,0.859615672068496,0.6056569446981619,7.0,0.7446912384177753
BC332_23535_mrna,0.8234603048613176,0.16579815000488227,3.0,0.7446839710252844
BC332_05878_mrna,0.8591545633534673,-2.33768566712144,6.0,0.7445344430908132
BC332_09613_mrna,0.8789135063159823,-0.7423080643150161,6.0,0.7439741540027318
BC332_20173_mrna,0.8679483716388829,-0.019309360340864917,7.0,0.7439594343039411
BC332_30692_mrna,0.8239250981670015,0.02674763460662922,1.0,0.7439494129528446
BC332_28064_mrna,0.8644579645310121,0.18156661976368066,1.0,0.7438271116625628
BC332_19551_mrna,0.8621127903490129,0.31105995670553094,7.0,0.7437156691703213
BC332_07869_mrna,0.8162661943887035,0.4469842846121612,1.0,0.7436398123552286
BC332_05959_mrna,0.8706783971697127,-0.2600853829781661,7.0,0.743539052279939
BC332_21784_mrna,0.8397257487349851,1.5835290417433971,2.0,0.7434738965445662
BC332_16115_mrna,0.7902501899050006,1.8431268883540313,1.0,0.7432070331350795
BC332_09379_mrna,0.8247709198197128,-0.18103313567576912,5.0,0.7429338032483528
BC332_18172_mrna,0.8559452412714632,-0.17356413364057216,7.0,0.7424112020388045
BC332_20853_mrna,0.849471128742539,0.8813670089800425,1.0,0.7423885681390492
BC332_18518_mrna,0.8652216925739209,-0.09000036312218605,7.0,0.7423462153024205
BC332_34590_mrna,0.8564315901609685,0.42967858940679327,3.0,0.7421416215639569
BC332_14771_mrna,0.8214494117670671,-0.14321249900644817,7.0,0.741813111097485
BC332_03116_mrna,0.8677442698974972,-0.3798775479304296,6.0,0.7415306604044871
BC332_28367_mrna,0.813437991426063,0.2874839973622485,7.0,0.7413921735595876
BC332_31379_mrna,0.8520084804880804,0.565831427135108,1.0,0.7412288374042852
BC332_20278_mrna,0.8489116636105918,0.7320059886425775,7.0,0.7410962959106491
BC332_33419_mrna,0.8630672991609897,-0.16791830956555134,3.0,0.7409284833539869
BC332_14742_mrna,0.9269176649074885,-5.736998865100234,6.0,0.7409094741976938
BC332_06367_mrna,0.8135613615927432,0.17735189117086778,7.0,0.7406982554452128
BC332_21192_mrna,0.8529480813606887,0.4257362549915282,7.0,0.7406539858668413
BC332_15003_mrna,0.8116398332927814,0.28432110092684987,7.0,0.7406335815088128
BC332_32112_mrna,0.947160552533294,-11.44854469833626,6.0,0.7403375048608141
BC332_20066_mrna,0.812385132461692,0.18550796771550118,3.0,0.7402706080071422
BC332_28361_mrna,0.8185225922831796,-0.2637540162766638,1.0,0.7398234434145741
BC332_27286_mrna,0.7990123978231563,0.8222460829393147,1.0,0.7392125893719741
BC332_04397_mrna,0.8027573208062573,0.6050153056089439,3.0,0.7392087665318063
BC332_08282_mrna,0.8578512458338741,-0.13145959951277678,3.0,0.7389697169325862
BC332_16078_mrna,0.8506352409322961,0.27001696012995247,1.0,0.7386189476467615
BC332_13112_mrna,0.8135865759492322,-0.24631113904487267,6.0,0.7379043127317793
BC332_04275_mrna,0.8465062013373399,0.4058927761530879,7.0,0.7378169541599633
BC332_28337_mrna,0.8505026419640614,0.1475025205693817,1.0,0.7377339502533522
BC332_00015_mrna,0.8590570463413414,-0.40468256659270074,6.0,0.7377046197373227
BC332_33232_mrna,0.8503058106205442,0.13050455494673582,7.0,0.7375368068154406
BC332_07744_mrna,0.7989722881369364,0.5407782486241489,7.0,0.7372137409898991
BC332_05852_mrna,0.848895871971175,0.10959142959124756,1.0,0.736803708654669
BC332_02428_mrna,0.8388138554352854,0.05036193336670113,1.0,0.7367196890315335
BC332_25378_mrna,0.8557708122990002,-0.35869477019749985,7.0,0.7366137953874046
BC332_07096_mrna,0.8382422384605992,0.7140710660789867,7.0,0.7365095405517867
BC332_28142_mrna,0.8279101496244048,1.3057904440129267,1.0,0.7364926113664434
BC332_13986_mrna,0.8508829524586741,-0.1252287043136805,3.0,0.7360763406465185
BC332_08533_mrna,0.8475026294904607,0.07818710317634849,7.0,0.7360072759485354
BC332_32470_mrna,0.820627095223347,1.5935404839337615,1.0,0.7356308388257418
BC332_18422_mrna,0.8426103770034895,0.30497856392763456,1.0,0.7354905040169031
BC332_17779_mrna,0.8309783744408663,0.9768651970973451,1.0,0.735358659302086
BC332_07610_mrna,0.8386654494765454,0.5186250995386255,7.0,0.7353136676793852
BC332_04620_mrna,0.8258560513273825,1.1962532528554286,7.0,0.7348284435342749
BC332_15120_mrna,0.8448852521650221,0.0655507756256926,7.0,0.734822433417408
BC332_10832_mrna,0.8459802722764471,-0.0986235068962879,7.0,0.7341884159654053
BC332_21427_mrna,0.8424986496039237,0.0801176142789405,7.0,0.7339174094638306
BC332_00050_mrna,0.7966284609435961,0.19302866979536398,7.0,0.733861366191529
BC332_22305_mrna,0.7842937317918792,0.8917193027262988,3.0,0.7337142319054739
BC332_08807_mrna,0.8294420720576321,0.825772887085242,1.0,0.733629670705578
BC332_03481_mrna,0.8465477516967188,-0.24899976489302675,1.0,0.733437817907129
BC332_25258_mrna,0.8353324016952549,0.4119020315906457,1.0,0.7331761868076272
BC332_03982_mrna,0.8396785615789754,0.13669007491928317,7.0,0.733114548335114
BC332_32440_mrna,0.786232520065391,0.6929735423199229,1.0,0.7330834113063069
BC332_29542_mrna,0.8369507974464118,0.2150073166501467,7.0,0.7325014948134174
BC332_01301_mrna,0.8425390494518369,-0.13487200492846976,6.0,0.7325002581934075
BC332_03012_mrna,0.8176664462211836,1.2801485001663462,1.0,0.7320456710089605
BC332_19065_mrna,0.7972981014481397,-0.12943854387837306,7.0,0.7319731175840711
BC332_01069_mrna,0.8299759401168257,0.5469042754762132,7.0,0.7318751666087495
BC332_19063_mrna,0.8364134161875005,0.1448362814175585,1.0,0.7317987609937
BC332_26841_mrna,0.8453235549826028,-0.44004115453368875,3.0,0.7316817071691535
BC332_31138_mrna,0.8019286635294323,-0.47216764781115333,1.0,0.731642983606354
BC332_02649_mrna,0.7943302970861726,-0.03640557345144923,7.0,0.7313732089794178
BC332_25318_mrna,0.8159471187303846,1.2761581427368216,1.0,0.7313017286608818
BC332_30464_mrna,0.834243733517571,0.2049461587715721,7.0,0.7312970002957173
BC332_19992_mrna,0.8299472208907294,0.46581990044076654,1.0,0.7312958957762261
BC332_03412_mrna,0.791320277869966,0.09873277338491157,2.0,0.7310468815165776
BC332_27602_mrna,0.832448970654986,0.23996456716641293,7.0,0.7307834025668996
BC332_19191_mrna,0.7622948548625361,1.688145744329863,1.0,0.7307328091390108
BC332_05708_mrna,0.8263707651699186,0.5547006221913786,3.0,0.7304220036115927
BC332_14102_mrna,0.8209969049431053,0.8420656363791618,2.0,0.7302233097613553
BC332_29954_mrna,0.7855620511682229,0.2793608029454923,1.0,0.7299206142204806
BC332_19640_mrna,0.8118401621491778,1.2751131187908393,1.0,0.7295881309587917
BC332_08628_mrna,0.8142814377023748,1.11563065197271,1.0,0.7294198478201637
BC332_09764_mrna,0.7929978271444953,-0.27663071959261665,7.0,0.7292360696982987
BC332_18899_mrna,0.8374151270288114,-0.33842504757198444,1.0,0.7290053950772535
BC332_29114_mrna,0.8133784843208989,1.1084887290448424,1.0,0.7289916317640239
BC332_12222_mrna,0.8204547316191181,0.6680942907426094,1.0,0.7287515429094857
BC332_28416_mrna,0.8063847140040301,1.4504914030474831,7.0,0.7286433111603561
BC332_23335_mrna,0.829756469004597,0.07380015402116576,7.0,0.7285223621645707
BC332_25368_mrna,0.8311003898883114,-0.02111908500929214,2.0,0.7284472370911839
BC332_24998_mrna,0.7725984612101592,0.7762238413963253,1.0,0.7281235092909821
BC332_07019_mrna,0.7855812469638527,0.0002309530907183052,1.0,0.7280297681864074
BC332_06133_mrna,0.8100639350982561,1.1448135454537,3.0,0.7278816364466916
BC332_14324_mrna,0.7880534661291828,-0.22508723430920474,3.0,0.72754302150725
BC332_11768_mrna,0.7904899634467654,-0.4011374334735219,1.0,0.7273919981518324
BC332_05283_mrna,0.8012763068866035,1.5118194266659997,1.0,0.7269928695526682
BC332_31706_mrna,0.8177305091089915,-0.09148545560885267,7.0,0.7269595415665164
BC332_15414_mrna,0.8135212843055692,0.8018522216831574,1.0,0.7268157006913842
BC332_09583_mrna,0.8240491702160073,0.17285354402777695,7.0,0.7268008612959966
BC332_05037_mrna,0.7598444732567646,1.2861191311171523,2.0,0.7266890968135744
BC332_16554_mrna,0.8198062922666731,0.41321493094261336,1.0,0.7266840258012337
BC332_16281_mrna,0.8292181059621789,-0.21252659514347835,3.0,0.7263800739173927
BC332_23202_mrna,0.8225078820656484,0.19250973740323837,2.0,0.7262889942215474
BC332_03227_mrna,0.8192219378793951,0.3838521777451509,7.0,0.7262346138308722
BC332_26169_mrna,0.7778878935526755,0.18535734968463058,3.0,0.7261355302597661
